id,name,state,postcode,lat,lng,area,region
334,Arkaroola Village,SA,5710,-30.316218,139.333091,Far North,Far North SA
335,Arkell,NSW,2795,-33.727778,149.382952,Central West,Regional NSW
336,Arkstone,NSW,2795,-34.042417,149.64425,Central West,Regional NSW
337,Armadale North,VIC,3143,-37.855316,145.01914,East,Melbourne
338,Armadale,VIC,3143,-37.855316,145.01914,East,Melbourne
339,Armadale,WA,6112,-32.152386,116.008274,Southern Suburbs,Perth
340,Armagh,SA,5453,-33.836794,138.57943,Clare Valley,Mid North SA
341,Armatree,NSW,2831,-31.453726,148.407695,Dubbo & Orana,Regional NSW
342,Armidale,NSW,2350,-30.514166,151.668986,New England - North West,Regional NSW
343,Armstrong Beach,QLD,4737,-21.454914,149.289562,Mackay & Whitsundays,Coastal QLD
344,Armstrong Creek,QLD,4520,-27.225736,152.829651,City & North,Brisbane
345,Armstrong,VIC,3377,-37.210025,142.884986,Grampians,South West VIC
346,Arncliffe,NSW,2205,-33.936592,151.146805,St George,Sydney
347,Arndell Park,NSW,2148,-33.787266,150.871959,Western Sydney,Sydney
348,Arno Bay,SA,5603,-33.911901,136.568345,Eyre Peninsula,West Coast SA
349,Arnold West,VIC,3551,-36.661766,143.76205,Greater Bendigo Region,Northern VIC
350,Arnold,NT,852,-12.483069,130.993449,Darwin Area,Northern Territory
351,Arnold,VIC,3551,-36.690822,143.868371,Greater Bendigo Region,Northern VIC
352,Aroona,QLD,4551,-26.775377,153.113173,Sunshine Coast,South East QLD
353,Arrawarra Headland,NSW,2456,-30.059771,153.202738,Northern Rivers,"Hunter, Central & Northern NSW"
354,Arrawarra,NSW,2456,-30.059596,153.18789,Northern Rivers,"Hunter, Central & Northern NSW"
355,Arriga,QLD,4880,-17.109908,145.301993,Far North Queensland,Coastal QLD
356,Arrino,WA,6519,-29.440061,115.628368,North,Northern WA
357,Arrowsmith East,WA,6519,-29.614595,115.340133,North,Northern WA
358,Arrowsmith,WA,6525,-29.543558,115.06993,North,Northern WA
359,Artarmon,NSW,2064,-33.809426,151.185655,North Shore - Lower,Sydney
360,Arthur River,TAS,7330,-41.059551,144.681865,Burnie Devonport & NW Tas,Tasmania
361,Arthur River,WA,6315,-33.338053,117.034172,South,Southern WA
362,Arthurs Creek,VIC,3099,-37.587697,145.218156,North East,Melbourne
363,Arthurs Lake,TAS,7030,-42.002494,146.965925,Hobart & Southern,Tasmania
364,Arthurs Seat,VIC,3936,-38.354428,144.949793,Mornington Peninsula,Melbourne
365,Arthurton,SA,5572,-34.257529,137.7564,Yorke Peninsula,West Coast SA
366,Arthurville,NSW,2820,-32.554843,148.742709,Dubbo & Orana,Regional NSW
367,Arumbera,NT,870,-23.77555,133.864074,Alice Springs,Northern Territory
368,Arumpo,NSW,2715,-33.873621,142.885264,Murray Region,Regional NSW
369,Arundel,QLD,4214,-27.939708,153.372781,Gold Coast,South East QLD
370,Ascot Park,SA,5043,-34.986929,138.564635,Western & Beachside Suburbs,Adelaide
371,Ascot Vale,VIC,3032,-37.77583,144.923377,North,Melbourne
372,Ascot,QLD,4007,-27.43027,153.058679,Toowoomba & District,South East QLD
373,Ascot,VIC,3364,-37.40088,143.802511,Ballarat & Western District,South West VIC
374,Ascot,VIC,3551,-36.712245,144.33338,Ballarat & Western District,South West VIC
375,Ascot,WA,6104,-31.940682,115.923003,Eastern Suburbs,Perth
376,Ashbourne,SA,5157,-35.282825,138.770184,Fleurieu Peninsula,Southern SA
377,Ashbourne,VIC,3442,-37.385948,144.446407,Greater Bendigo Region,Northern VIC
378,Ashburton,VIC,3147,-37.863393,145.07942,East,Melbourne
379,Ashbury,NSW,2193,-33.901897,151.11932,Canterbury/Bankstown,Sydney
380,Ashby Heights,NSW,2463,-29.413743,153.179387,Northern Rivers,"Hunter, Central & Northern NSW"
381,Ashby Island,NSW,2463,-29.430968,153.202632,Northern Rivers,"Hunter, Central & Northern NSW"
382,Ashby,NSW,2463,-29.423925,153.187448,Northern Rivers,"Hunter, Central & Northern NSW"
383,Ashby,WA,6065,-31.734209,115.792445,Northern Suburbs,Northern WA
384,Ashcroft,NSW,2168,-33.917587,150.899095,Liverpool / Fairfield,Sydney
385,Ashendon,WA,6111,-32.231237,116.140539,Eastern Suburbs,Perth
386,Ashfield,NSW,2131,-33.889533,151.125862,Inner West,Sydney
387,Ashfield,QLD,4670,-24.872596,152.396079,Bundaberg & Wide Bay,Coastal QLD
388,Ashfield,WA,6054,-31.915202,115.937635,Eastern Suburbs,Perth
389,Ashford,NSW,2361,-29.321245,151.096081,New England - North West,Regional NSW
390,Ashford,SA,5035,-34.948705,138.57395,Western & Beachside Suburbs,Adelaide
391,Ashgrove West,QLD,4060,-27.449307,152.978508,West,Brisbane
392,Ashgrove,QLD,4060,-27.445603,152.99212,West,Brisbane
393,Ashley,NSW,2400,-29.317772,149.808064,New England - North West,Regional NSW
394,Ashmont,NSW,2650,-35.12318,147.329956,Riverina,Regional NSW
395,Ashmore City,QLD,4214,-27.986382,153.382051,Gold Coast,South East QLD
396,Ashmore,QLD,4214,-27.986382,153.382051,Gold Coast,South East QLD
397,Ashton,SA,5137,-34.939733,138.73739,Adelaide Hills,Adelaide
398,Ashtonfield,NSW,2323,-32.77382,151.601,Hunter Valley - Lower,"Hunter, Central & Northern NSW"
399,Ashville,SA,5259,-35.510451,139.365759,Murraylands,Southern SA
400,Ashwell,QLD,4340,-27.628455,152.560103,Ipswich & West Moreton,South East QLD
401,Ashwood,VIC,3147,-37.864686,145.093061,East,Melbourne
402,Aspendale Gardens,VIC,3195,-38.023456,145.118374,Bayside,Melbourne
403,Aspendale,VIC,3195,-38.026479,145.101908,Bayside,Melbourne
404,Aspley,QLD,4034,-27.36386,153.015737,City & North,Brisbane
405,Asquith,NSW,2077,-33.687484,151.108685,North Shore - Upper,Sydney
406,Athelstone,SA,5076,-34.869798,138.702852,North & North East Suburbs,Adelaide
407,Atherton,QLD,4883,-17.268273,145.47457,Far North Queensland,Coastal QLD
408,Athlone,VIC,3818,-38.239904,145.779817,Gippsland,South East VIC
409,Athol Park,SA,5012,-34.857676,138.542627,Western & Beachside Suburbs,Adelaide
410,Athol,QLD,4350,-27.615354,151.774846,Toowoomba & District,South East QLD
411,Atholwood,NSW,2361,-28.999641,151.058013,New England - North West,Regional NSW
412,Atitjere,NT,872,-22.999723,134.92775,Alice Springs,Northern Territory
413,Atkinsons Dam,QLD,4311,-27.421011,152.455509,Ipswich & West Moreton,South East QLD
414,Attadale,WA,6156,-32.02581,115.80135,Southern Suburbs,Perth
415,Attunga,NSW,2345,-30.8948037,150.8246485,New England - North West,Regional NSW
416,Attwood,VIC,3049,-37.667515,144.88529,North,Melbourne
417,Atwell,WA,6164,-32.132801,115.860591,Southern Suburbs,Perth
418,Aubigny,QLD,4401,-27.522226,151.641744,Toowoomba & District,South East QLD
419,Aubin Grove,WA,6164,-32.168408,115.861123,Southern Suburbs,Perth
420,Aubrey,VIC,3393,-36.241102,142.234143,North Western,Northern VIC
421,Auburn South,VIC,3122,-37.830441,145.043548,East,Melbourne
422,Auburn Vale,NSW,2360,-29.83895,151.041719,New England - North West,Regional NSW
423,Auburn,NSW,2144,-33.849322,151.033421,Parramatta,Sydney
424,Auburn,SA,5451,-34.028001,138.681644,Clare Valley,Mid North SA
425,Auburn,VIC,3123,-37.825527,145.046899,East,Melbourne
426,Auchenflower,QLD,4066,-27.475531,152.993415,West,Brisbane
427,Auchmore,VIC,3570,-36.474005,144.1055,Greater Bendigo Region,Northern VIC
428,Audley,NSW,2232,-34.075295,151.056519,Sutherland,Sydney
429,Augathella,QLD,4477,-25.794685,146.586608,South,Central & West QLD
430,Augusta,WA,6290,-34.315942,115.159731,Margaret River & Surrounds,Southern WA
431,Augustine Heights,QLD,4300,-27.669147,152.89354,Ipswich & West Moreton,South East QLD
432,Auldana,SA,5072,-34.919717,138.684397,Eastern Suburbs,Adelaide
433,Aurukun,QLD,4871,-13.355937,141.720224,Far North Queensland,Coastal QLD
434,Austinmer,NSW,2515,-34.306283,150.934563,Wollongong & Illawarra,South Coast NSW
435,Austins Ferry,TAS,7011,-42.766405,147.243418,Hobart & Southern,Tasmania
436,Austinville,QLD,4213,-28.135818,153.317485,Gold Coast,South East QLD
437,Austral Eden,NSW,2440,-31.021949,152.937797,Mid North Coast,"Hunter, Central & Northern NSW"
438,Austral,NSW,2179,-33.933109,150.812031,MacArthur/Camden,Sydney
439,Australia Fair,QLD,4215,-27.969175,153.415031,Gold Coast,South East QLD
440,Australia Plains,SA,5374,-34.093799,139.169087,Mid North,Mid North SA
441,Australind,WA,6233,-33.279034,115.71443,Bunbury & surrounds,Southern WA
442,Avalon Beach,NSW,2107,-33.636325,151.330596,Northern Beaches,Sydney
443,Avalon,NSW,2107,-33.636121,151.328657,Northern Beaches,Sydney
444,Avalon,VIC,3212,-38.046594,144.447659,Geelong & District,Melbourne
445,Aveley,WA,6069,-31.771612,116.007663,Eastern Suburbs,Perth
446,Avenel,VIC,3664,-36.892793,145.23059,Shepparton & Central North,Northern VIC
447,Avenell Heights,QLD,4670,-24.890477,152.373881,Bundaberg & Wide Bay,Coastal QLD
448,Avenue Range,SA,5273,-36.901804,140.230003,South East,Southern SA
449,Avisford,NSW,2850,-32.745583,149.480112,Dubbo & Orana,Regional NSW
450,Avoca Beach,NSW,2251,-33.464937,151.432387,Central Coast & Region,"Hunter, Central & Northern NSW"
451,Avoca Dell,SA,5253,-35.088554,139.308967,Murraylands,Southern SA
452,Avoca Vale,QLD,4306,-26.755807,152.235564,Ipswich & West Moreton,South East QLD
453,Avoca,NSW,2577,-34.613522,150.479323,Southern Highlands,South Coast NSW
454,Avoca,QLD,4670,-24.881847,152.312547,Bundaberg & Wide Bay,Coastal QLD
455,Avoca,TAS,7213,-41.782149,147.720441,Launceston & Northern,Tasmania
456,Avoca,VIC,3467,-37.088539,143.473798,Ballarat & Western District,South West VIC
457,Avon Downs,NT,862,-33.651576,150.817481,Alice Springs,Northern Territory
458,Avon Plains,VIC,3477,-36.539987,142.895542,North Western,Northern VIC
459,Avon Valley National Park,WA,6084,-31.6462706,116.2068354,East,Eastern WA
460,Avon,NSW,2574,-34.352071,150.634745,Southern Highlands,South Coast NSW
461,Avon,SA,5501,-34.281161,138.338749,Mid North,Mid North SA
462,Avondale Heights,VIC,3034,-37.769459,144.865093,North,Melbourne
463,Avondale,NSW,2530,-34.514177,150.733774,Wollongong & Illawarra,South Coast NSW
464,Avondale,QLD,4670,-24.74144,152.161231,Bundaberg & Wide Bay,Coastal QLD
465,Avonmore,VIC,3559,-36.529882,144.604459,Greater Bendigo Region,Northern VIC
466,Avonside,NSW,2628,-36.411188,148.720087,Capital Monaro & Snowy,Regional NSW
467,Avonsleigh,VIC,3782,-37.920702,145.467246,Yarra-dandenong Ranges,Melbourne
468,Awaba,NSW,2283,-33.007739,151.543407,Lake Macquarie West,"Hunter, Central & Northern NSW"
469,Axe Creek,VIC,3551,-36.848927,144.419476,Greater Bendigo Region,Northern VIC
470,Axedale,VIC,3551,-36.787917,144.504133,Greater Bendigo Region,Northern VIC
471,Ayers Rock,NT,872,-25.3517466,131.0307052,Alice Springs,Northern Territory
472,Aylmerton,NSW,2575,-34.419069,150.492737,Southern Highlands,South Coast NSW
473,Ayr,QLD,4807,-19.576054,147.405171,Mount Isa & North West,Central & West QLD
474,Ayrford,VIC,3268,-38.415663,142.85945,Great Ocean Rd / Otway Ranges,South West VIC
475,Ayton,QLD,4895,-19.7061005,145.7740021,Far North Queensland,Coastal QLD
476,Baan Baa,NSW,2390,-30.60138,149.966153,New England - North West,Regional NSW
477,Baandee,WA,6412,-31.581509,117.991421,East,Eastern WA
478,Babakin,WA,6428,-32.124951,118.021491,East,Eastern WA
479,Babbage Island,WA,6701,-24.874403,113.632427,North,Northern WA
480,Babinda,NSW,2825,-31.940261,146.479353,Dubbo & Orana,Regional NSW
481,Babinda,QLD,4861,-17.344418,145.924815,Cairns & District,Coastal QLD
482,Babyl Creek,NSW,2470,-28.730383,152.795939,Northern Rivers,"Hunter, Central & Northern NSW"
483,Bacchus Marsh,VIC,3340,-37.675855,144.437663,West,Melbourne
484,Back Creek,NSW,2372,-28.931739,151.702544,Riverina,Regional NSW
485,Back Creek,NSW,2390,-30.108145,150.275755,Riverina,Regional NSW
486,Back Creek,NSW,2422,-31.972237,152.065675,Riverina,Regional NSW
487,Back Creek,NSW,2480,-28.40351,153.171821,Riverina,Regional NSW
488,Back Creek,NSW,2484,-28.40351,153.171821,Riverina,Regional NSW
489,Back Creek,NSW,2622,-35.344316,149.940738,Riverina,Regional NSW
490,Back Creek,NSW,2671,-33.828897,147.446045,Riverina,Regional NSW
491,Back Forest,NSW,2535,-34.853655,150.678507,Shoalhaven,South Coast NSW
492,Back Plains,QLD,4361,-27.894403,151.799775,South,Central & West QLD
493,Back Valley,SA,5211,-35.534413,138.529512,Fleurieu Peninsula,Southern SA
494,Backmede,NSW,2470,-28.77259,153.018771,Northern Rivers,"Hunter, Central & Northern NSW"
495,Backwater,NSW,2365,-30.075367,151.880535,New England - North West,Regional NSW
496,Baddaginnie,VIC,3670,-36.592633,145.861036,Shepparton & Central North,Northern VIC
497,Baden,TAS,7120,-42.426554,147.467699,Hobart & Southern,Tasmania
498,Badgebup,WA,6317,-33.633615,117.898909,South,Southern WA
499,Badger Creek,VIC,3777,-37.686067,145.541351,Yarra-dandenong Ranges,Melbourne
500,Badger Head,TAS,7270,-41.101676,146.674021,Launceston & Northern,Tasmania
501,Badgerin Rock,WA,6475,-30.691457,117.274368,North,Northern WA
502,Badgerys Creek,NSW,2555,-33.8690122,150.7439529,Western Sydney,Sydney
503,Badgin,WA,6302,-31.804677,117.000044,East,Eastern WA
504,Badgingarra,WA,6521,-30.387022,115.496702,North,Northern WA
505,Badja,NSW,2630,-36.076239,149.531732,Capital Monaro & Snowy,Regional NSW
506,Badjaling,WA,6383,-31.998759,117.499189,East,Eastern WA
507,Badu Island,QLD,4875,-10.116416,142.1275481,Far North Queensland,Coastal QLD
508,Bael Bael,VIC,3579,-35.6768,143.727205,North Western,Northern VIC
509,Baerami Creek,NSW,2333,-32.520217,150.454381,Hunter Valley - Upper,"Hunter, Central & Northern NSW"
510,Baerami,NSW,2333,-32.389105,150.470217,Hunter Valley - Upper,"Hunter, Central & Northern NSW"
511,Baffle Creek,QLD,4674,-24.499907,151.972316,Bundaberg & Wide Bay,Coastal QLD
512,Baffle West,QLD,4454,-25.724492,148.672028,South,Central & West QLD
513,Bagdad North,TAS,7030,-42.626935,147.222121,Hobart & Southern,Tasmania
514,Bagdad,TAS,7030,-42.626935,147.222121,Hobart & Southern,Tasmania
515,Bagnoo,NSW,2446,-31.463639,152.533221,Mid North Coast,"Hunter, Central & Northern NSW"
516,Bago,NSW,2446,-31.478027,152.706615,Mid North Coast,"Hunter, Central & Northern NSW"
517,Bagot Well,SA,5373,-34.30179,138.982817,Barossa Valley,Mid North SA
518,Bagot,NT,820,-12.410444,130.856124,Darwin Area,Northern Territory
519,Bagotville,NSW,2477,-28.974576,153.406938,Northern Rivers,"Hunter, Central & Northern NSW"
520,Bagshot North,VIC,3551,-36.600407,144.4118,Greater Bendigo Region,Northern VIC
521,Bagshot,VIC,3551,-36.654973,144.403153,Greater Bendigo Region,Northern VIC
522,Bahgallah,VIC,3312,-37.657696,141.354969,Grampians,South West VIC
523,Bahrs Scrub,QLD,4207,-27.739135,153.16678,Logan,Brisbane
524,Bailieston,VIC,3608,-36.753323,145.082755,Shepparton & Central North,Northern VIC
525,Bailup,WA,6082,-31.738368,116.295706,East,Eastern WA
526,Baines,NT,852,-12.371934,130.900146,Darwin Area,Northern Territory
527,Baird Bay,SA,5671,-33.142057,134.362438,Eyre Peninsula,West Coast SA
528,Bairnsdale,VIC,3875,-37.825114,147.628962,Lakes & Wilderness,South East VIC
529,Bajool,QLD,4699,-23.651894,150.641144,Gladstone Rockhampton & Capricornia,Coastal QLD
530,Bakara Well,SA,5354,-34.603514,139.875058,Riverland,Mid North SA
531,Bakara,SA,5354,-34.65657,139.779968,Riverland,Mid North SA
532,Bakers Beach,TAS,7307,-41.185628,146.61064,Launceston & Northern,Tasmania
533,Bakers Bend,QLD,4470,-26.647239,146.176789,South,Central & West QLD
534,Bakers Creek,NSW,2359,-30.268999,151.015214,New England - North West,Regional NSW
535,Bakers Creek,NSW,2422,-31.960468,152.108511,New England - North West,Regional NSW
536,Bakers Creek,NSW,2447,-30.803716,152.726106,New England - North West,Regional NSW
537,Bakers Creek,QLD,4740,-21.219047,149.147044,Mackay & Whitsundays,Coastal QLD
538,Bakers Hill,WA,6562,-31.747506,116.459591,East,Eastern WA
539,Bakers Swamp,NSW,2820,-32.778925,148.923303,Dubbo & Orana,Regional NSW
540,Bakery Hill,VIC,3350,-37.563266,143.865863,Ballarat & Western District,South West VIC
541,Bakewell,NT,832,-12.498599,130.992798,Darwin Area,Northern Territory
542,Baking Board,QLD,4413,-26.706834,150.545144,South,Central & West QLD
543,Balaclava,VIC,3183,-37.869023,144.995478,Bayside,Melbourne
544,Balaklava,SA,5461,-34.147422,138.415626,Mid North,Mid North SA
545,Balala,NSW,2358,-30.612086,151.335783,New England - North West,Regional NSW
546,Balbarrup,WA,6258,-34.205193,116.226229,South,Southern WA
547,Balberra,QLD,4740,-21.306414,149.11972,Mackay & Whitsundays,Coastal QLD
548,Balcatta,WA,6021,-31.863835,115.817189,Northern Suburbs,Northern WA
549,Balcolyn,NSW,2264,-33.095642,151.553169,Lake Macquarie West,"Hunter, Central & Northern NSW"
550,Balcomba,QLD,4702,-23.401286,149.647934,Central,Central & West QLD
551,Bald Blair,NSW,2365,-30.181416,151.795706,New England - North West,Regional NSW
552,Bald Hills,NSW,2549,-36.912886,149.847662,Far South Coast,South Coast NSW
553,Bald Hills,QLD,4036,-27.3147562,153.0221181,City & North,Brisbane
554,Bald Hills,SA,5203,-35.495827,138.39325,Fleurieu Peninsula,Southern SA
555,Bald Hills,VIC,3364,-37.450713,143.839388,Ballarat & Western District,South West VIC
556,Bald Knob,QLD,4552,-26.775957,152.892993,South,Central & West QLD
557,Bald Nob,NSW,2370,-29.644588,151.962405,New England - North West,Regional NSW
558,Bald Ridge,NSW,2795,-33.934672,149.428474,Central West,Regional NSW
559,Baldersleigh,NSW,2365,-30.263771,151.430274,New England - North West,Regional NSW
560,Baldina,SA,5417,-33.654798,139.05502,Mid North,Mid North SA
561,Baldivis,WA,6171,-32.329658,115.821201,Southern Suburbs,Perth
562,Baldry,NSW,2867,-32.865448,148.500123,Central West,Regional NSW
563,Balfes Creek,QLD,4820,-20.21594,145.909498,Mount Isa & North West,Central & West QLD
564,Balfours Peak,NSW,2402,-29.510948,150.751185,New England - North West,Regional NSW
565,Balga,WA,6061,-31.861285,115.84319,Northern Suburbs,Northern WA
566,Balgal Beach,QLD,4816,-19.023082,146.413639,Mount Isa & North West,Central & West QLD
567,Balgowan,QLD,4401,-27.247876,151.695191,Toowoomba & District,South East QLD
568,Balgowan,SA,5573,-34.324332,137.494924,Yorke Peninsula,West Coast SA
569,Balgowlah Heights,NSW,2093,-33.806558,151.263418,Northern Beaches,Sydney
570,Balgowlah,NSW,2093,-33.794121,151.26268,Northern Beaches,Sydney
571,Balgownie,NSW,2519,-34.38859,150.877689,Wollongong & Illawarra,South Coast NSW
572,Balhannah,SA,5242,-34.990072,138.827913,Adelaide Hills,Adelaide
573,Balickera,NSW,2324,-32.673022,151.805367,Port Stephens,"Hunter, Central & Northern NSW"
574,Balingup,WA,6253,-33.786518,115.98381,South,Southern WA
575,Balintore,VIC,3249,-38.274944,143.585061,Great Ocean Rd / Otway Ranges,South West VIC
576,Balkuling,WA,6383,-31.976188,117.112914,East,Eastern WA
577,Ball Bay,QLD,4741,-20.90451,148.99513,Mackay & Whitsundays,Coastal QLD
578,Balla Balla,WA,6714,-20.6949,117.787581,North,Northern WA
579,Balladong,WA,6302,-31.908946,116.732848,East,Eastern WA
580,Balladonia,WA,6443,-32.466106,123.832359,East,Eastern WA
581,Balladoran,NSW,2831,-31.852136,148.626475,Dubbo & Orana,Regional NSW
582,Ballajura,WA,6066,-31.840381,115.894866,Northern Suburbs,Northern WA
583,Ballalaba,NSW,2622,-35.572682,149.666842,Capital Monaro & Snowy,Regional NSW
584,Ballan,VIC,3342,-37.60016,144.225458,Ballarat & Western District,South West VIC
585,Ballandean,QLD,4382,-28.798985,151.842238,South,Central & West QLD
586,Ballangeich,VIC,3279,-38.214555,142.657483,Warrnambool & Port Fairy,South West VIC
587,Ballapur,VIC,3483,-35.979172,142.747935,North Western,Northern VIC
588,Ballarat Central,VIC,3350,-37.563318,143.863715,Ballarat & Western District,South West VIC
589,Ballarat East,VIC,3350,-37.565618,143.886657,Ballarat & Western District,South West VIC
590,Ballarat North,VIC,3350,-37.536899,143.862448,Ballarat & Western District,South West VIC
591,Ballarat Roadside Delivery,VIC,3352,-36.5587997,145.4689942,Gippsland,South East VIC
592,Ballarat West,VIC,3350,-37.565618,143.886657,Ballarat & Western District,South West VIC
593,Ballarat,VIC,3350,-37.5592,143.850739,Ballarat & Western District,South West VIC
594,Ballard,QLD,4352,-27.489628,151.967058,Toowoomba & District,South East QLD
595,Ballaroo,QLD,4455,-27.116299,148.616963,South,Central & West QLD
596,Ballast Head,SA,5221,-35.757314,137.79831,Kangaroo Island,Southern SA
597,Ballaying,WA,6315,-33.307298,117.557807,South,Southern WA
598,Balldale,NSW,2646,-35.845724,146.518358,Murray Region,Regional NSW
599,Ballendella,VIC,3561,-36.298882,144.673529,Greater Bendigo Region,Northern VIC
600,Ballengarra,NSW,2441,-31.318479,152.709685,Mid North Coast,"Hunter, Central & Northern NSW"
